City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Cap Malheureux,MU,2021-05-24 19:43:03,-19.9842,57.6142,73.89,78,26,5.01
295,Bograd,RU,2021-05-24 19:45:02,54.2344,90.8328,51.55,88,88,6.73
296,Praya,CV,2021-05-24 19:47:41,14.9215,-23.5087,75.74,64,20,17.27
297,Lagoa,PT,2021-05-24 19:46:34,39.05,-27.9833,61.92,69,100,12.06
298,Batagay-Alyta,RU,2021-05-24 19:46:07,67.8006,130.4114,36.45,57,10,3.96
299,Berezovyy,RU,2021-05-24 19:47:41,51.6667,135.7,39.47,98,100,1.3
300,Ateli,IN,2021-05-24 19:47:42,28.1,76.2833,87.46,25,0,5.82
301,Suntar,RU,2021-05-24 19:47:42,62.1444,117.6319,43.48,74,100,3.98
302,Fredericksburg,US,2021-05-24 19:47:42,38.3032,-77.4605,75.81,75,90,3.0
303,Wicklow,IE,2021-05-24 19:47:43,53.0,-6.4167,48.63,94,90,7.31
304,Cordoba,AR,2021-05-24 19:47:43,-31.4135,-64.1811,74.75,15,0,4.0
305,Goderich,CA,2021-05-24 19:47:26,43.7501,-81.7165,78.03,52,98,8.05
306,Mitsamiouli,KM,2021-05-24 19:47:43,-11.3847,43.2844,78.82,64,6,9.24
307,Portage,US,2021-05-24 19:47:44,41.1667,-81.1998,79.66,62,75,5.75
308,Kochi,IN,2021-05-24 19:47:44,9.9399,76.2602,80.58,82,100,3.36
309,Vanavara,RU,2021-05-24 19:47:44,60.34,102.2797,44.26,93,92,1.86
310,Akyab,MM,2021-05-24 19:47:45,20.15,92.9,82.02,84,100,26.37
311,Illapel,CL,2021-05-24 19:47:45,-31.6308,-71.1653,71.37,26,0,5.82
312,Ayan,RU,2021-05-24 19:47:45,56.45,138.1667,33.93,93,100,23.17
313,Tesalia,CO,2021-05-24 19:47:46,2.4859,-75.7292,83.7,62,41,4.92
314,Uglovskoye,RU,2021-05-24 19:47:46,51.3557,80.1942,64.02,69,63,5.21
315,Eureka,US,2021-05-24 19:47:46,40.8021,-124.1637,74.75,73,86,5.99
316,Urubicha,BO,2021-05-24 19:47:46,-15.3833,-62.95,78.62,41,73,0.98
317,Byron Bay,AU,2021-05-24 19:44:09,-28.65,153.6167,61.88,79,96,5.93
318,Azul,AR,2021-05-24 19:47:47,-36.777,-59.8585,56.95,71,1,15.66
319,Cayenne,GF,2021-05-24 19:47:47,4.9333,-52.3333,78.84,90,90,10.36
320,Katangli,RU,2021-05-24 19:47:48,51.7102,143.2326,34.29,95,100,9.62
321,Roald,NO,2021-05-24 19:47:48,62.5833,6.1333,58.12,93,90,13.8
322,Ayagoz,KZ,2021-05-24 19:47:48,47.9714,80.4392,62.38,58,89,7.92
323,Lang Suan,TH,2021-05-24 19:47:49,9.9456,99.0785,79.88,85,100,5.3
324,Aden,YE,2021-05-24 19:43:40,12.7794,45.0367,88.74,60,5,5.53
325,Westport,US,2021-05-24 19:45:07,41.1415,-73.3579,70.05,48,1,1.01
326,Junin,AR,2021-05-24 19:47:49,-34.5838,-60.9433,60.33,55,0,9.75
327,Orativ,UA,2021-05-24 19:47:50,49.1889,29.527,51.71,85,3,1.72
328,Luderitz,NA,2021-05-24 19:43:36,-26.6481,15.1594,68.45,52,100,3.2
329,Richards Bay,ZA,2021-05-24 19:45:16,-28.783,32.0377,65.55,77,0,12.66
330,Sarmanovo,RU,2021-05-24 19:47:50,55.2553,52.5891,65.08,89,99,5.37
331,Kilrush,IE,2021-05-24 19:47:50,52.6397,-9.4833,51.55,87,62,21.68
332,Lebu,CL,2021-05-24 19:47:51,-37.6167,-73.65,56.82,87,99,5.17
333,De Aar,ZA,2021-05-24 19:47:51,-30.6497,24.0123,57.7,43,81,6.26
334,Nhulunbuy,AU,2021-05-24 19:47:51,-12.2333,136.7667,77.61,83,40,11.5
335,Severnoye,RU,2021-05-24 19:47:52,56.3491,78.3619,57.74,63,81,2.04
336,Longyearbyen,SJ,2021-05-24 19:45:05,78.2186,15.6401,28.24,69,75,9.22
337,Aberystwyth,GB,2021-05-24 19:47:52,52.4155,-4.0829,48.88,84,41,13.35
338,Chardara,KZ,2021-05-24 19:43:13,41.2547,67.9692,72.19,54,58,7.02
339,Bologoye,RU,2021-05-24 19:47:52,57.8799,34.1068,45.21,96,11,5.46
340,North Bend,US,2021-05-24 19:47:53,43.4065,-124.2243,60.85,72,90,13.8
341,Salalah,OM,2021-05-24 19:47:53,17.0151,54.0924,86.09,74,40,6.91
342,Merauke,ID,2021-05-24 19:47:53,-8.4667,140.3333,75.67,89,16,12.3
343,Bonavista,CA,2021-05-24 19:44:28,48.6499,-53.1147,37.11,55,100,23.87
344,Eyl,SO,2021-05-24 19:47:54,7.9803,49.8164,83.46,65,80,18.75
345,Ponta Delgada,PT,2021-05-24 19:47:54,37.7333,-25.6667,65.12,63,40,8.05
346,Nishihara,JP,2021-05-24 19:47:54,26.1842,127.7558,76.68,88,40,3.67
347,Zhigansk,RU,2021-05-24 19:47:55,66.7697,123.3711,43.39,48,100,5.32
348,Acarau,BR,2021-05-24 19:47:03,-2.8856,-40.12,81.52,80,79,14.9
349,Denpasar,ID,2021-05-24 19:47:55,-8.65,115.2167,80.26,81,40,4.34
350,Leninskoye,KZ,2021-05-24 19:47:55,41.7589,69.3864,66.13,49,100,4.7
351,Asau,RO,2021-05-24 19:47:55,46.4333,26.4,57.4,78,74,0.81
352,Barreirinhas,BR,2021-05-24 19:43:14,-2.7469,-42.8264,82.0,77,100,7.49
353,Flinders,AU,2021-05-24 19:47:56,-34.5833,150.8552,61.38,91,100,1.01
354,Hay River,CA,2021-05-24 19:47:56,60.8156,-115.7999,39.16,70,40,14.97
355,Havoysund,NO,2021-05-24 19:43:19,70.9963,24.6622,37.63,66,45,11.74
356,Sambava,MG,2021-05-24 19:47:11,-14.2667,50.1667,70.45,83,3,10.36
357,Makat,KZ,2021-05-24 19:47:57,47.6469,53.3463,83.41,18,2,4.81
358,Chokurdakh,RU,2021-05-24 19:47:57,70.6333,147.9167,28.74,99,95,5.19
359,Namatanai,PG,2021-05-24 19:47:58,-3.6667,152.4333,79.75,87,100,8.32
360,Naron,ES,2021-05-24 19:47:58,43.5167,-8.1528,58.05,85,92,6.58
361,Port Hedland,AU,2021-05-24 19:47:29,-20.3167,118.5667,73.45,46,95,5.75
362,Cervia,IT,2021-05-24 19:47:58,44.2657,12.3427,64.0,88,20,2.3
363,San Quintin,MX,2021-05-24 19:47:59,30.4833,-115.95,69.55,60,1,15.61
364,Comodoro Rivadavia,AR,2021-05-24 19:47:59,-45.8667,-67.5,57.06,28,20,27.63
365,Mandalgovi,MN,2021-05-24 19:47:59,45.7625,106.2708,50.2,60,100,23.44
366,High River,CA,2021-05-24 19:47:59,50.5834,-113.8687,50.47,83,100,16.33
367,Alexandria,EG,2021-05-24 19:48:00,31.2156,29.9553,69.76,88,0,9.22
368,Samarai,PG,2021-05-24 19:48:00,-10.6167,150.6667,79.77,73,79,14.79
369,Beringovskiy,RU,2021-05-24 19:48:00,63.05,179.3167,33.31,92,100,12.12
370,Safford,US,2021-05-24 19:44:40,32.834,-109.7076,89.06,5,1,5.75
371,Port Blair,IN,2021-05-24 19:48:01,11.6667,92.75,83.34,82,100,23.31
372,Iqaluit,CA,2021-05-24 19:48:01,63.7506,-68.5145,22.89,61,45,3.96
373,Katsuura,JP,2021-05-24 19:44:00,35.1333,140.3,65.19,88,100,7.14
374,Sao Filipe,CV,2021-05-24 19:45:03,14.8961,-24.4956,73.74,77,2,13.18
375,Cartagena,CO,2021-05-24 19:43:25,10.3997,-75.5144,89.22,70,40,11.5
376,Saint-Georges,GD,2021-05-24 19:47:03,12.0564,-61.7485,85.68,66,40,25.32
377,Pampa,US,2021-05-24 19:43:45,35.5362,-100.9599,81.55,64,90,17.27
378,Mezen,RU,2021-05-24 19:48:02,65.8522,44.24,35.83,97,100,9.64
379,Arlit,NE,2021-05-24 19:48:02,18.7369,7.3853,95.68,6,0,8.14
380,Balkanabat,TM,2021-05-24 19:48:03,39.5108,54.3671,85.84,17,60,3.51
381,Kloulklubed,PW,2021-05-24 19:48:03,7.0419,134.2556,77.5,78,100,5.53
382,Metaxades,GR,2021-05-24 19:48:03,41.4204,26.225,63.7,85,6,2.24
383,Clyde River,CA,2021-05-24 19:44:24,70.4692,-68.5914,21.43,93,90,29.93
384,Atar,MR,2021-05-24 19:46:16,20.5169,-13.0499,96.51,15,6,13.67
385,Canyon,US,2021-05-24 19:48:04,34.9803,-101.9188,85.05,46,81,15.35
386,Erzin,TR,2021-05-24 19:48:04,36.9559,36.2,72.0,62,0,1.72
387,Anito,PH,2021-05-24 19:48:04,12.4497,125.2886,78.98,87,78,3.13
388,Taunggyi,MM,2021-05-24 19:48:05,20.7833,97.0333,65.19,92,77,3.96
389,Pisco,PE,2021-05-24 19:44:55,-13.7,-76.2167,69.85,73,40,11.5
390,Shelburne,CA,2021-05-24 19:48:05,44.0787,-80.2041,72.12,57,1,5.28
391,Phan Thiet,VN,2021-05-24 19:48:05,10.9333,108.1,78.42,88,100,7.31
392,Raudeberg,NO,2021-05-24 19:48:06,61.9875,5.1352,58.6,85,100,12.77
393,Wels,AT,2021-05-24 19:48:06,48.1667,14.0333,57.87,77,75,2.59
394,Padang,ID,2021-05-24 19:48:06,-0.9492,100.3543,77.81,88,99,3.67
395,Ewa Beach,US,2021-05-24 19:48:07,21.3156,-158.0072,82.09,69,75,4.61
396,Agadir,MA,2021-05-24 19:48:07,30.4202,-9.5982,70.25,57,6,6.55
397,Nuuk,GL,2021-05-24 19:47:01,64.1835,-51.7216,29.01,93,90,13.8
398,Gorom-Gorom,BF,2021-05-24 19:48:07,14.4439,-0.2361,97.47,21,32,4.59
399,Pacific Grove,US,2021-05-24 19:44:22,36.6177,-121.9166,84.61,79,20,5.01
400,Daru,PG,2021-05-24 19:48:08,-9.0763,143.2092,77.47,82,93,17.36
401,Kerema,PG,2021-05-24 19:48:08,-7.9631,145.7785,78.28,84,100,3.2
402,Aksu,CN,2021-05-24 19:48:08,41.1231,80.2644,68.68,21,100,5.3
403,Lucapa,AO,2021-05-24 19:48:09,-8.4192,20.7447,66.02,51,55,3.18
404,Bani Walid,LY,2021-05-24 19:48:09,31.7566,13.9942,87.4,20,100,5.37
405,Fort Nelson,CA,2021-05-24 19:45:15,58.8053,-122.7002,51.39,76,75,10.36
406,Xam Nua,LA,2021-05-24 19:48:09,20.4197,104.0439,69.31,99,100,1.63
407,Yangjiang,CN,2021-05-24 19:48:10,21.85,111.9667,79.43,86,100,4.05
408,West Bay,KY,2021-05-24 19:48:10,19.3667,-81.4167,87.08,78,40,3.0
409,Cabedelo,BR,2021-05-24 19:48:10,-6.9811,-34.8339,83.07,79,57,12.35
410,Strezhevoy,RU,2021-05-24 19:44:21,60.7333,77.5889,46.38,52,100,7.25
411,Ulladulla,AU,2021-05-24 19:48:11,-35.35,150.4667,57.87,90,100,5.97
412,Half Moon Bay,US,2021-05-24 19:45:12,37.4636,-122.4286,85.57,74,40,9.44
413,Tateyama,JP,2021-05-24 19:48:11,34.9833,139.8667,65.98,85,100,8.21
414,Baykit,RU,2021-05-24 19:48:12,61.67,96.37,44.4,92,100,11.05
415,Nantucket,US,2021-05-24 19:48:07,41.2835,-70.0995,64.62,51,1,12.66
416,Sechura,PE,2021-05-24 19:48:12,-5.5569,-80.8222,77.7,65,43,12.71
417,Tromso,NO,2021-05-24 19:48:12,69.6496,18.957,45.25,52,40,12.66
418,Wagar,SD,2021-05-24 19:48:13,16.1525,36.2032,95.92,16,25,6.04
419,Orlovskiy,RU,2021-05-24 19:48:13,46.8714,42.0592,59.88,93,100,6.71
420,Lavrentiya,RU,2021-05-24 19:48:13,65.5833,-171.0,34.92,78,94,13.98
421,Acapulco,MX,2021-05-24 19:44:21,16.8634,-99.8901,90.05,50,0,11.7
422,Santiago De Chuco,PE,2021-05-24 19:48:14,-8.15,-78.1833,62.33,55,72,2.28
423,Santa Cruz De La Palma,ES,2021-05-24 19:48:14,28.6835,-17.7642,69.13,73,75,19.57
424,Singaraja,ID,2021-05-24 19:48:14,-8.112,115.0882,77.77,83,25,2.82
425,Ormara,PK,2021-05-24 19:48:14,25.2088,64.6357,82.92,82,6,14.65
426,Kemijarvi,FI,2021-05-24 19:48:15,66.7131,27.4306,38.73,76,96,3.49
427,Husavik,IS,2021-05-24 19:48:15,66.0449,-17.3389,46.31,70,92,11.14
428,Ouadda,CF,2021-05-24 19:48:15,8.0777,22.4007,73.56,74,52,4.92
429,Adrar,MR,2021-05-24 19:45:56,20.5022,-10.0711,95.95,14,41,13.98
430,Nara,JP,2021-05-24 19:46:41,34.6851,135.8049,63.68,95,96,3.51
431,Maturin,VE,2021-05-24 19:48:16,9.75,-63.1767,88.2,51,94,11.01
432,Pokhara,NP,2021-05-24 19:43:54,28.2333,83.9833,73.72,40,51,6.71
433,Winfield,US,2021-05-24 19:48:16,37.2398,-96.9956,70.79,88,90,16.11
434,Nogales,MX,2021-05-24 19:45:44,31.3086,-110.9422,87.35,6,1,15.14
435,Dakar,SN,2021-05-24 19:48:17,14.6937,-17.4441,74.28,87,14,13.13
436,Praia Da Vitoria,PT,2021-05-24 19:48:17,38.7333,-27.0667,66.45,68,40,14.47
437,Chiredzi,ZW,2021-05-24 19:48:17,-21.05,31.6667,59.76,63,0,3.76
438,Grafton,US,2021-05-24 19:48:18,42.207,-71.6856,72.75,39,40,1.01
439,Mpongwe,ZM,2021-05-24 19:48:18,-13.5091,28.155,53.83,70,0,5.5
440,Gamba,GA,2021-05-24 19:48:18,-2.65,10.0,77.97,91,99,4.56
441,Yulin,CN,2021-05-24 19:48:18,22.6333,110.15,74.25,90,88,4.05
442,Dapaong,TG,2021-05-24 19:48:19,10.8639,0.205,89.76,36,49,6.02
443,Anchorage,US,2021-05-24 19:46:49,61.2181,-149.9003,63.64,42,1,3.0
444,Coihaique,CL,2021-05-24 19:48:19,-45.5752,-72.0662,44.71,96,90,9.22
445,Lugazi,UG,2021-05-24 19:48:20,0.3772,32.9197,74.88,84,6,3.18
446,Dzhebariki-Khaya,RU,2021-05-24 19:48:20,62.2167,135.8,45.73,68,92,3.11
447,Basco,PH,2021-05-24 19:48:20,20.4487,121.9702,83.98,77,37,8.23
448,Francistown,BW,2021-05-24 19:48:20,-21.17,27.5079,55.02,64,0,8.46
449,Tatarsk,RU,2021-05-24 19:48:21,55.219,75.9828,60.15,67,12,3.71
450,Iskateley,RU,2021-05-24 19:48:21,67.6803,53.1512,37.38,53,100,15.77
451,Gizo,SB,2021-05-24 19:48:21,-8.103,156.8419,81.45,80,78,17.25
452,Sisimiut,GL,2021-05-24 19:48:22,66.9395,-53.6735,37.11,67,100,3.51
453,Sistranda,NO,2021-05-24 19:48:22,63.7256,8.834,58.89,83,100,16.4
454,Deputatskiy,RU,2021-05-24 19:48:22,69.3,139.9,35.85,64,11,3.18
455,Mpanda,TZ,2021-05-24 19:48:22,-6.3655,31.0409,60.96,77,12,1.9
456,Auki,SB,2021-05-24 19:48:23,-8.7676,160.7034,77.68,83,99,4.56
457,Parana,AR,2021-05-24 19:48:23,-31.732,-60.5238,61.29,56,56,6.55
458,Quelimane,MZ,2021-05-24 19:46:29,-17.8786,36.8883,66.15,82,20,5.99
459,Carnot,CF,2021-05-24 19:48:23,4.9409,15.8665,73.9,83,39,2.01
460,Stabat,ID,2021-05-24 19:48:24,3.761,98.4513,79.0,99,100,2.82
461,Taylor,US,2021-05-24 19:48:24,32.3001,-99.8337,83.71,62,75,4.0
462,Chapais,CA,2021-05-24 19:47:44,49.7834,-74.8492,58.78,22,0,12.3
463,Blagodatnoye,RU,2021-05-24 19:48:24,45.3997,42.5867,61.72,95,100,11.92
464,Kuah,MY,2021-05-24 19:48:25,6.3265,99.8432,80.58,70,20,6.31
465,Banda Aceh,ID,2021-05-24 19:48:25,5.5577,95.3222,81.12,80,100,10.31
466,Aguimes,ES,2021-05-24 19:48:25,27.9054,-15.4461,66.67,60,20,28.77
467,Filingue,NE,2021-05-24 19:48:26,14.3521,3.3168,96.64,18,20,4.16
468,Coahuayana,MX,2021-05-24 19:48:26,18.7333,-103.6833,91.13,40,0,8.5
469,Asfi,MA,2021-05-24 19:48:26,32.2994,-9.2372,64.31,70,69,26.71
470,Murchison,NZ,2021-05-24 19:48:27,-41.8,172.3333,34.2,92,5,2.44
471,Inuvik,CA,2021-05-24 19:47:26,68.3499,-133.7218,42.01,93,40,6.91
472,Ust-Koksa,RU,2021-05-24 19:48:27,50.2696,85.6108,48.74,89,69,0.54
473,Port Lincoln,AU,2021-05-24 19:48:27,-34.7333,135.8667,59.86,65,100,24.63
474,San Juan De Los Morros,VE,2021-05-24 19:48:28,9.9115,-67.3538,85.48,55,94,4.9
475,Mbulu,TZ,2021-05-24 19:48:28,-3.85,35.5333,57.42,83,87,7.76
476,Achinsk,RU,2021-05-24 19:48:28,56.2694,90.4993,50.67,89,40,9.89
477,Saint-Augustin,CA,2021-05-24 19:48:29,51.226,-58.6502,49.17,30,100,15.23
478,Ambulu,ID,2021-05-24 19:48:29,-8.345,113.6058,75.61,91,97,3.0
479,Codrington,AU,2021-05-24 19:48:30,-38.2667,141.9667,66.06,46,100,23.15
480,Takoradi,GH,2021-05-24 19:45:48,4.8845,-1.7554,81.27,83,45,9.24
481,Nacala,MZ,2021-05-24 19:48:30,-14.5428,40.6728,69.1,72,62,12.44
482,Jiazi,CN,2021-05-24 19:48:30,22.8779,116.067,78.89,88,10,4.65
483,Siavonga,ZM,2021-05-24 19:48:31,-16.5382,28.7088,67.41,60,0,7.0
484,Uspenka,UA,2021-05-24 19:48:31,48.3903,39.1619,58.19,96,87,7.7
485,Tukrah,LY,2021-05-24 19:48:31,32.5341,20.5791,72.64,44,6,10.78
486,Yumen,CN,2021-05-24 19:48:32,40.2833,97.2,59.16,15,100,4.72
487,Porto-Vecchio,FR,2021-05-24 19:48:32,41.591,9.2795,62.13,91,90,10.94
488,Kirakira,SB,2021-05-24 19:48:32,-10.4544,161.9205,78.04,88,100,7.85
489,Mildura,AU,2021-05-24 19:48:33,-34.2,142.15,62.56,48,57,17.27
490,Sonoita,MX,2021-05-24 19:44:46,31.85,-112.8333,87.53,5,0,7.76
491,Lundazi,ZM,2021-05-24 19:48:33,-12.2929,33.1782,55.65,88,30,6.29
492,Bafut,CM,2021-05-24 19:48:34,6.0833,10.1,66.74,91,78,1.19
493,Wenzhou,CN,2021-05-24 19:48:34,27.9994,120.6668,67.28,95,100,1.05
494,Oshikango,NA,2021-05-24 19:48:34,-17.4,15.8833,66.09,40,0,7.27
495,Boat Of Garten,GB,2021-05-24 19:48:35,57.2491,-3.759,45.68,96,100,6.51
496,Bad Ischl,AT,2021-05-24 19:48:35,47.7111,13.6189,55.67,94,100,2.95
497,Boende,CD,2021-05-24 19:48:35,-0.2167,20.8667,74.86,84,61,2.82
498,Caravelas,BR,2021-05-24 19:48:35,-17.7125,-39.2481,77.41,79,69,10.36
499,Sale,MA,2021-05-24 19:48:36,34.0389,-6.8166,64.42,77,100,6.91
500,Nemuro,JP,2021-05-24 19:48:36,43.3236,145.575,44.47,91,11,5.59
501,Benguela,AO,2021-05-24 19:48:36,-12.5763,13.4055,75.52,85,0,4.12
502,Teahupoo,PF,2021-05-24 19:48:37,-17.8333,-149.2667,78.76,79,89,12.41
503,Caorle,IT,2021-05-24 19:47:10,45.5966,12.8758,58.96,94,100,10.92
504,Portree,GB,2021-05-24 19:48:37,57.4129,-6.1942,47.86,88,100,18.07
505,Aswan,EG,2021-05-24 19:48:37,24.0934,32.907,86.49,13,0,10.78
506,Gondanglegi,ID,2021-05-24 19:48:38,-7.7479,112.0132,75.04,93,91,8.01
507,Otane,NZ,2021-05-24 19:48:38,-39.8833,176.6333,52.02,88,100,10.58
508,Isangel,VU,2021-05-24 19:48:38,-19.55,169.2667,71.74,64,81,10.89
509,Makakilo City,US,2021-05-24 19:48:39,21.3469,-158.0858,80.69,73,75,4.61
510,Barentu,ER,2021-05-24 19:48:39,15.1139,37.5928,86.14,29,37,4.34
511,Lakhdenpokhya,RU,2021-05-24 19:48:39,61.5198,30.1992,39.97,84,74,9.89
512,Klyuchi,RU,2021-05-24 19:48:39,52.2667,79.1667,64.22,59,31,3.89
513,Fort-Shevchenko,KZ,2021-05-24 19:48:40,44.5086,50.263,75.04,42,0,6.73
514,Athabasca,CA,2021-05-24 19:45:29,54.7169,-113.2854,60.62,64,100,18.3
515,Hervey Bay,AU,2021-05-24 19:48:40,-25.2986,152.8535,62.04,67,99,11.56
516,Trelew,AR,2021-05-24 19:48:41,-43.249,-65.3051,56.71,31,0,24.74
517,Socorro,US,2021-05-24 19:48:41,31.6546,-106.3033,91.9,8,75,12.15
518,Duliagaon,IN,2021-05-24 19:48:41,27.3667,95.3167,77.63,93,100,1.45
519,Hanover,DE,2021-05-24 19:48:41,52.3705,9.7332,58.77,73,75,1.01
520,Bobon,PH,2021-05-24 19:48:42,12.5246,124.5636,77.86,90,20,1.43
521,Mosquera,CO,2021-05-24 19:48:42,4.7059,-74.2302,66.29,55,75,13.8
522,Bardiyah,LY,2021-05-24 19:48:42,31.7561,25.0865,70.9,66,0,5.93
523,Juruti,BR,2021-05-24 19:48:43,-2.1522,-56.0922,87.1,65,100,4.52
524,Orocue,CO,2021-05-24 19:48:43,4.7912,-71.3354,82.8,74,76,8.93
525,Shizukuishi,JP,2021-05-24 19:48:43,39.6833,140.9833,57.25,98,100,3.33
526,Two Hills,CA,2021-05-24 19:48:43,53.7169,-111.7518,59.13,75,100,20.87
527,Biak,ID,2021-05-24 19:48:44,-0.9131,122.8766,76.01,85,91,7.18
528,Geraldton,AU,2021-05-24 19:44:59,-28.7667,114.6,55.81,63,40,9.06
529,Birao,CF,2021-05-24 19:48:44,10.2849,22.7882,88.77,31,94,4.72
530,Ballina,AU,2021-05-24 19:48:44,-28.8667,153.5667,58.96,94,90,8.05
531,Kedougou,SN,2021-05-24 19:48:45,12.5579,-12.1743,96.51,17,80,3.44
532,Ada,US,2021-05-24 19:48:45,43.4166,-116.1262,65.57,46,20,11.99
533,Gubkinskiy,RU,2021-05-24 19:48:45,64.434,76.5026,38.14,54,100,8.12
534,Kiunga,PG,2021-05-24 19:48:46,-6.1219,141.2906,72.88,99,99,3.06
535,Carutapera,BR,2021-05-24 19:48:46,-1.195,-46.02,82.47,74,90,10.07
536,Tete,MZ,2021-05-24 19:48:46,-16.1564,33.5867,68.65,59,55,4.61
537,Sinazongwe,ZM,2021-05-24 19:48:47,-17.2614,27.4618,65.44,52,0,2.06
538,Tadine,NC,2021-05-24 19:48:47,-21.55,167.8833,70.2,60,22,14.88
539,Palmares Do Sul,BR,2021-05-24 19:48:47,-30.2578,-50.5097,59.5,60,0,15.5
540,Yar-Sale,RU,2021-05-24 19:48:47,66.8333,70.8333,33.42,63,70,6.04
541,Merrill,US,2021-05-24 19:48:48,45.1805,-89.6835,77.04,79,40,6.91
542,Felanitx,ES,2021-05-24 19:48:48,39.4696,3.1483,65.95,82,0,7.72
543,Emba,KZ,2021-05-24 19:48:48,48.8264,58.1442,74.88,28,2,9.64
544,Berbera,SO,2021-05-24 19:48:49,10.4396,45.0143,89.53,59,14,6.46
